timestamp,oil_temp_c
2026-07-02 06:40:00,86.9158
2026-07-02 07:00:00,90.0108
2026-07-02 07:20:00,90.8
,
2026-07-02 08:20:00,65.7747
2026-07-02 08:40:00,80.9083
2026-07-02 09:00:00,87.1026
,
2026-07-02 09:20:00,90.7278
2026-07-02 09:40:00,91.3575
2026-07-02 10:00:00,91.6423
,
2026-07-03 06:20:00,57.11
2026-07-03 06:40:00,79.7667
2026-07-03 07:00:00,88.1655
,
2026-07-03 07:40:00,91.0
2026-07-03 08:00:00,91.2433
2026-07-03 08:20:00,91.6417
2026-07-03 08:40:00,92.1558
2026-07-03 09:00:00,92.3
2026-07-03 09:20:00,91.8125
2026-07-03 09:40:00,91.8227
